id,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
20754696,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4105704,99.0,10.0,10.0,10.0,10.0,10.0,10.0
17147334,95.0,10.0,9.0,10.0,10.0,9.0,10.0
8283433,99.0,10.0,10.0,10.0,10.0,10.0,10.0
20817162,100.0,10.0,10.0,10.0,10.0,10.0,10.0
12855005,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1631942,97.0,10.0,10.0,10.0,10.0,10.0,9.0
10299047,92.0,10.0,9.0,10.0,10.0,9.0,9.0
1222327,100.0,10.0,10.0,10.0,10.0,10.0,9.0
9463444,100.0,10.0,10.0,10.0,10.0,10.0,10.0
20773742,100.0,10.0,10.0,10.0,10.0,8.0,10.0
336946,96.0,10.0,10.0,10.0,10.0,9.0,10.0
19571817,98.0,10.0,10.0,10.0,10.0,10.0,9.0
20732926,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5874408,98.0,10.0,10.0,10.0,10.0,10.0,10.0
15584456,94.0,9.0,9.0,10.0,10.0,9.0,10.0
9971054,95.0,10.0,9.0,10.0,10.0,9.0,9.0
6104388,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4792901,90.0,9.0,9.0,9.0,9.0,10.0,9.0
14573951,99.0,10.0,10.0,10.0,10.0,10.0,10.0
18637173,98.0,10.0,10.0,10.0,10.0,10.0,10.0
17523630,99.0,10.0,10.0,10.0,10.0,10.0,10.0
713627,80.0,8.0,8.0,10.0,8.0,8.0,8.0
15917321,98.0,10.0,10.0,10.0,10.0,10.0,10.0
18112658,100.0,10.0,10.0,10.0,10.0,10.0,10.0
197972,96.0,10.0,10.0,10.0,10.0,10.0,10.0
15147053,96.0,10.0,10.0,10.0,10.0,9.0,10.0
1552406,99.0,10.0,10.0,10.0,10.0,10.0,10.0
750438,96.0,10.0,10.0,10.0,10.0,10.0,10.0
13640138,88.0,9.0,7.0,10.0,10.0,9.0,10.0
18325923,89.0,9.0,8.0,10.0,10.0,10.0,10.0
2875267,99.0,10.0,10.0,10.0,10.0,10.0,10.0
19174144,100.0,10.0,10.0,10.0,10.0,10.0,10.0
18786789,95.0,10.0,9.0,10.0,10.0,10.0,10.0
19111535,98.0,10.0,10.0,10.0,10.0,10.0,10.0
14474750,95.0,10.0,10.0,10.0,10.0,9.0,9.0
15429538,96.0,10.0,10.0,10.0,10.0,10.0,10.0
6921672,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1301822,98.0,10.0,10.0,10.0,10.0,9.0,10.0
6053700,96.0,10.0,10.0,10.0,9.0,10.0,10.0
11553697,95.0,10.0,9.0,10.0,10.0,10.0,9.0
19209936,96.0,10.0,10.0,10.0,10.0,10.0,10.0
17807912,84.0,9.0,9.0,10.0,10.0,9.0,9.0
728238,88.0,9.0,8.0,10.0,10.0,9.0,9.0
20520099,100.0,10.0,10.0,10.0,10.0,10.0,10.0
20038847,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6019555,97.0,10.0,10.0,10.0,10.0,9.0,10.0
7986179,93.0,10.0,10.0,10.0,10.0,9.0,10.0
4430821,94.0,10.0,9.0,10.0,10.0,9.0,9.0
2219399,96.0,10.0,10.0,10.0,10.0,9.0,10.0
1187188,97.0,10.0,9.0,10.0,10.0,10.0,9.0
3693850,96.0,10.0,10.0,10.0,10.0,9.0,9.0
7789429,100.0,10.0,10.0,10.0,10.0,10.0,10.0
957224,93.0,10.0,10.0,10.0,10.0,10.0,9.0
3021862,94.0,10.0,10.0,10.0,10.0,10.0,10.0
3988018,97.0,10.0,10.0,10.0,10.0,9.0,10.0
14260905,93.0,10.0,9.0,10.0,9.0,10.0,10.0
1956275,89.0,9.0,9.0,9.0,9.0,9.0,9.0
3987926,97.0,10.0,9.0,10.0,10.0,9.0,10.0
4119345,100.0,10.0,10.0,9.0,10.0,10.0,10.0
8160295,87.0,9.0,9.0,9.0,10.0,9.0,7.0
9459945,100.0,10.0,10.0,10.0,10.0,9.0,10.0
1071235,95.0,10.0,10.0,10.0,10.0,10.0,10.0
2365632,94.0,9.0,9.0,10.0,10.0,10.0,9.0
14415125,95.0,10.0,9.0,10.0,10.0,10.0,10.0
4233242,92.0,9.0,9.0,10.0,10.0,10.0,9.0
5969920,97.0,10.0,10.0,10.0,10.0,10.0,10.0
3905508,99.0,10.0,10.0,10.0,10.0,9.0,10.0
5101552,94.0,10.0,10.0,10.0,10.0,9.0,9.0
8067585,99.0,10.0,10.0,10.0,10.0,10.0,10.0
1136972,96.0,10.0,9.0,10.0,10.0,9.0,10.0
1628130,100.0,10.0,10.0,10.0,10.0,10.0,10.0
743211,97.0,10.0,9.0,10.0,10.0,9.0,9.0
5166870,97.0,10.0,10.0,10.0,10.0,9.0,10.0
777903,94.0,10.0,9.0,10.0,10.0,9.0,10.0
14246616,73.0,9.0,5.0,10.0,10.0,9.0,9.0
4838985,90.0,9.0,8.0,10.0,10.0,8.0,9.0
4331214,96.0,10.0,10.0,10.0,10.0,10.0,10.0
349409,96.0,10.0,10.0,10.0,10.0,7.0,10.0
50032,95.0,9.0,9.0,9.0,9.0,10.0,9.0
11739985,97.0,10.0,9.0,10.0,10.0,10.0,10.0
1692573,97.0,10.0,10.0,10.0,10.0,10.0,10.0
12932001,100.0,10.0,10.0,10.0,10.0,10.0,10.0
18448985,99.0,10.0,10.0,10.0,10.0,10.0,10.0
14161407,100.0,10.0,10.0,10.0,10.0,10.0,10.0
13751426,97.0,10.0,10.0,10.0,10.0,9.0,10.0
12997241,80.0,8.0,8.0,10.0,10.0,10.0,10.0
14668276,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4526315,97.0,10.0,10.0,10.0,10.0,10.0,10.0
381187,96.0,9.0,9.0,9.0,9.0,9.0,9.0
6764572,95.0,10.0,10.0,10.0,10.0,10.0,10.0
16536379,100.0,10.0,10.0,10.0,10.0,10.0,10.0
18240259,98.0,10.0,10.0,10.0,10.0,10.0,10.0
3493840,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1167221,95.0,10.0,10.0,10.0,10.0,10.0,10.0
17158062,93.0,10.0,10.0,10.0,10.0,8.0,9.0
16977823,93.0,9.0,9.0,10.0,10.0,9.0,10.0
332225,95.0,10.0,9.0,10.0,10.0,9.0,9.0
496022,99.0,10.0,10.0,10.0,10.0,10.0,10.0
6693305,100.0,10.0,8.0,10.0,10.0,10.0,10.0
19830344,100.0,10.0,10.0,10.0,10.0,10.0,10.0
15338795,97.0,10.0,9.0,10.0,10.0,9.0,10.0
16289538,93.0,10.0,9.0,10.0,10.0,10.0,10.0
2592416,97.0,10.0,9.0,9.0,10.0,9.0,10.0
19910241,92.0,9.0,9.0,10.0,10.0,9.0,9.0
12602632,99.0,10.0,10.0,10.0,10.0,10.0,10.0
15126054,97.0,10.0,10.0,10.0,10.0,9.0,10.0
6065674,97.0,10.0,10.0,10.0,10.0,10.0,10.0
19568535,93.0,10.0,10.0,10.0,10.0,9.0,9.0
14683493,87.0,9.0,9.0,9.0,9.0,9.0,9.0
18812187,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5049582,95.0,10.0,9.0,10.0,10.0,10.0,9.0
3591359,92.0,10.0,9.0,10.0,10.0,9.0,9.0
12209339,80.0,8.0,10.0,10.0,10.0,8.0,8.0
8981656,96.0,10.0,10.0,10.0,10.0,10.0,10.0
13110347,98.0,10.0,10.0,10.0,10.0,10.0,10.0
8801250,94.0,10.0,9.0,10.0,10.0,10.0,9.0
9727523,87.0,9.0,8.0,10.0,9.0,10.0,9.0
12274601,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6425318,96.0,9.0,9.0,10.0,10.0,9.0,9.0
2378421,99.0,10.0,10.0,10.0,10.0,10.0,10.0
17664717,100.0,10.0,10.0,10.0,10.0,10.0,10.0
12949270,97.0,10.0,10.0,10.0,10.0,10.0,10.0
14469677,97.0,10.0,10.0,10.0,10.0,9.0,10.0
13110084,92.0,10.0,10.0,10.0,10.0,9.0,9.0
14682931,98.0,10.0,10.0,10.0,10.0,10.0,10.0
6862758,100.0,10.0,10.0,10.0,10.0,10.0,10.0
12781774,97.0,10.0,10.0,10.0,10.0,10.0,10.0
1067184,96.0,10.0,10.0,10.0,10.0,10.0,9.0
8931487,96.0,10.0,9.0,10.0,10.0,9.0,9.0
8226982,100.0,10.0,10.0,10.0,10.0,9.0,9.0
12191871,96.0,10.0,10.0,10.0,10.0,9.0,10.0
14518405,100.0,10.0,10.0,10.0,10.0,9.0,9.0
16779363,100.0,10.0,8.0,10.0,10.0,8.0,10.0
11159585,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4262255,99.0,10.0,10.0,10.0,10.0,10.0,10.0
19330793,97.0,10.0,9.0,10.0,10.0,10.0,10.0
7845607,78.0,9.0,6.0,9.0,9.0,9.0,8.0
14501824,99.0,10.0,10.0,10.0,10.0,10.0,10.0
13584318,100.0,10.0,10.0,10.0,10.0,9.0,10.0
17663849,95.0,10.0,10.0,10.0,10.0,10.0,10.0
4975581,93.0,9.0,10.0,10.0,10.0,10.0,9.0
1754939,96.0,10.0,10.0,10.0,10.0,9.0,10.0
18155266,97.0,10.0,10.0,10.0,10.0,9.0,9.0
2262752,94.0,10.0,9.0,9.0,10.0,9.0,9.0
2031909,60.0,6.0,5.0,10.0,10.0,10.0,10.0
8521792,95.0,10.0,9.0,10.0,10.0,9.0,9.0
18810960,93.0,10.0,9.0,10.0,10.0,10.0,9.0
20928111,100.0,10.0,10.0,10.0,10.0,10.0,10.0
17565296,100.0,10.0,10.0,10.0,10.0,10.0,10.0
19251462,100.0,10.0,9.0,10.0,10.0,10.0,9.0
115936,80.0,8.0,8.0,9.0,9.0,9.0,8.0
10749312,97.0,10.0,10.0,10.0,10.0,10.0,10.0
27611,89.0,9.0,10.0,10.0,10.0,10.0,9.0
8634599,86.0,8.0,9.0,10.0,9.0,10.0,8.0
19236205,80.0,8.0,8.0,8.0,10.0,8.0,6.0
1115394,96.0,10.0,10.0,10.0,10.0,9.0,10.0
1885386,96.0,10.0,10.0,10.0,10.0,10.0,10.0
19842407,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4736217,80.0,8.0,8.0,8.0,10.0,8.0,10.0
8275122,100.0,10.0,10.0,10.0,10.0,10.0,10.0
20235208,90.0,9.0,9.0,10.0,10.0,9.0,10.0
2033103,93.0,10.0,9.0,10.0,10.0,9.0,10.0
5702292,86.0,9.0,9.0,9.0,10.0,9.0,9.0
5882411,96.0,10.0,10.0,10.0,10.0,9.0,10.0
6914622,98.0,10.0,10.0,10.0,10.0,10.0,10.0
19055159,93.0,9.0,8.0,8.0,9.0,8.0,8.0
6291807,100.0,10.0,9.0,10.0,10.0,10.0,9.0
1949996,97.0,10.0,10.0,10.0,10.0,10.0,9.0
197727,99.0,10.0,10.0,10.0,10.0,10.0,10.0
9110588,80.0,8.0,6.0,9.0,9.0,8.0,8.0
17908743,97.0,10.0,10.0,10.0,10.0,9.0,10.0
14566386,98.0,10.0,10.0,10.0,10.0,10.0,10.0
11912139,97.0,10.0,9.0,10.0,10.0,10.0,10.0
6390634,99.0,10.0,10.0,10.0,10.0,10.0,10.0
16909100,98.0,10.0,10.0,10.0,10.0,10.0,10.0
11370704,93.0,10.0,8.0,10.0,10.0,9.0,9.0
1704090,92.0,10.0,9.0,10.0,10.0,9.0,9.0
13829133,99.0,10.0,10.0,10.0,10.0,10.0,10.0
14254537,96.0,9.0,10.0,10.0,10.0,9.0,10.0
7113260,96.0,10.0,9.0,10.0,10.0,9.0,10.0
2754149,97.0,10.0,10.0,10.0,10.0,9.0,10.0
11861063,85.0,9.0,8.0,10.0,9.0,9.0,9.0
19364110,94.0,10.0,10.0,10.0,10.0,10.0,9.0
1471373,83.0,8.0,9.0,9.0,9.0,9.0,8.0
20903293,100.0,10.0,10.0,10.0,10.0,10.0,10.0
19100241,60.0,6.0,2.0,10.0,10.0,8.0,6.0
13565466,67.0,9.0,9.0,10.0,10.0,9.0,7.0
5832127,75.0,9.0,8.0,8.0,8.0,9.0,7.0
18912571,100.0,10.0,9.0,10.0,10.0,10.0,10.0
12320063,93.0,9.0,9.0,10.0,10.0,10.0,9.0
17543473,99.0,10.0,10.0,10.0,10.0,9.0,10.0
15020486,100.0,10.0,10.0,9.0,10.0,8.0,8.0
7225376,64.0,8.0,5.0,9.0,10.0,9.0,8.0
