id,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2044031,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9982035,80.0,8.0,8.0,8.0,8.0,10.0,8.0
2510861,85.0,8.0,8.0,9.0,9.0,10.0,8.0
2029601,89.0,9.0,8.0,10.0,10.0,9.0,9.0
12193993,100.0,10.0,10.0,9.0,10.0,10.0,10.0
11700156,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4882578,100.0,10.0,9.0,10.0,10.0,9.0,9.0
8832114,90.0,9.0,10.0,10.0,10.0,10.0,10.0
6735865,95.0,10.0,10.0,10.0,10.0,10.0,10.0
7077996,92.0,9.0,9.0,9.0,10.0,9.0,9.0
4703563,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2292360,88.0,8.0,9.0,9.0,9.0,9.0,9.0
10683736,100.0,10.0,9.0,9.0,10.0,10.0,9.0
13109297,80.0,8.0,6.0,10.0,10.0,10.0,10.0
4343880,84.0,10.0,9.0,9.0,9.0,10.0,8.0
8230843,98.0,10.0,10.0,10.0,10.0,10.0,10.0
6720024,93.0,10.0,9.0,10.0,8.0,9.0,9.0
11487321,100.0,10.0,10.0,10.0,10.0,10.0,8.0
9140689,95.0,9.0,10.0,10.0,10.0,10.0,9.0
2099444,98.0,9.0,10.0,10.0,10.0,9.0,9.0
9020119,90.0,9.0,9.0,9.0,9.0,10.0,9.0
9585475,87.0,10.0,9.0,10.0,9.0,9.0,9.0
3294476,86.0,9.0,9.0,10.0,10.0,10.0,9.0
915543,83.0,8.0,8.0,9.0,9.0,9.0,8.0
545658,80.0,8.0,8.0,8.0,8.0,8.0,8.0
4617681,80.0,7.0,7.0,7.0,8.0,8.0,7.0
2609459,98.0,10.0,10.0,10.0,10.0,10.0,10.0
7311170,100.0,10.0,10.0,10.0,10.0,10.0,9.0
12220188,100.0,10.0,9.0,10.0,10.0,10.0,10.0
12241171,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9415747,93.0,9.0,10.0,9.0,10.0,10.0,10.0
13717552,100.0,10.0,10.0,10.0,10.0,10.0,10.0
3721544,90.0,10.0,8.0,10.0,10.0,10.0,9.0
4768153,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2034064,97.0,9.0,9.0,10.0,10.0,10.0,9.0
9323738,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9439640,80.0,7.0,9.0,9.0,9.0,10.0,9.0
935419,100.0,10.0,10.0,10.0,10.0,9.0,10.0
3724943,97.0,10.0,10.0,10.0,10.0,10.0,9.0
13242217,100.0,10.0,8.0,10.0,10.0,10.0,10.0
1934882,89.0,9.0,9.0,9.0,9.0,9.0,9.0
12840893,100.0,10.0,10.0,10.0,10.0,10.0,10.0
3901962,98.0,10.0,9.0,10.0,10.0,10.0,10.0
920102,91.0,9.0,9.0,9.0,10.0,10.0,9.0
5491259,93.0,9.0,9.0,9.0,9.0,10.0,9.0
13177246,80.0,10.0,8.0,8.0,8.0,8.0,10.0
10141950,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4619646,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2039410,92.0,10.0,9.0,9.0,9.0,9.0,9.0
7163776,94.0,10.0,10.0,9.0,10.0,10.0,9.0
6232403,80.0,6.0,7.0,10.0,10.0,10.0,9.0
2313702,89.0,9.0,9.0,9.0,9.0,10.0,9.0
6496401,95.0,9.0,10.0,10.0,10.0,10.0,9.0
13787891,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10865355,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6115775,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9597254,94.0,10.0,9.0,10.0,10.0,10.0,9.0
9162066,100.0,10.0,10.0,10.0,10.0,10.0,8.0
13929266,80.0,8.0,8.0,9.0,9.0,9.0,9.0
3328270,92.0,9.0,10.0,9.0,10.0,10.0,10.0
13209940,95.0,10.0,9.0,10.0,9.0,10.0,10.0
3853127,95.0,9.0,10.0,10.0,10.0,10.0,9.0
8571769,60.0,7.0,5.0,7.0,9.0,5.0,6.0
5540752,98.0,10.0,10.0,10.0,10.0,10.0,9.0
4361100,89.0,9.0,9.0,9.0,9.0,9.0,9.0
7229087,96.0,10.0,10.0,10.0,10.0,10.0,10.0
8063990,100.0,6.0,8.0,10.0,10.0,10.0,8.0
10669048,89.0,10.0,9.0,9.0,9.0,9.0,9.0
5245971,96.0,10.0,9.0,10.0,10.0,10.0,10.0
12177485,98.0,10.0,10.0,10.0,10.0,10.0,10.0
8599406,90.0,9.0,9.0,9.0,9.0,9.0,9.0
13093154,80.0,9.0,6.0,10.0,10.0,10.0,10.0
8817834,77.0,9.0,8.0,9.0,9.0,10.0,8.0
8476126,93.0,9.0,9.0,9.0,10.0,9.0,9.0
6114515,80.0,9.0,9.0,10.0,10.0,9.0,9.0
4262634,85.0,9.0,8.0,9.0,9.0,9.0,8.0
8359158,91.0,10.0,10.0,9.0,10.0,9.0,9.0
12078330,90.0,9.0,9.0,9.0,9.0,9.0,9.0
13472119,80.0,8.0,8.0,10.0,8.0,6.0,8.0
8571072,96.0,10.0,10.0,9.0,10.0,10.0,10.0
7389500,96.0,10.0,10.0,10.0,10.0,9.0,10.0
4199050,90.0,9.0,9.0,9.0,10.0,10.0,9.0
904495,88.0,9.0,9.0,9.0,9.0,8.0,9.0
5262651,80.0,10.0,10.0,10.0,10.0,10.0,10.0
7750428,50.0,6.0,6.0,9.0,8.0,6.0,5.0
12569826,60.0,8.0,10.0,2.0,6.0,10.0,6.0
3312989,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7572130,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5243113,95.0,10.0,10.0,10.0,10.0,10.0,9.0
10608427,85.0,9.0,9.0,9.0,10.0,10.0,10.0
9948659,95.0,10.0,10.0,10.0,10.0,10.0,9.0
8800575,88.0,9.0,8.0,9.0,9.0,10.0,9.0
10022145,96.0,9.0,10.0,10.0,10.0,10.0,10.0
5573033,93.0,7.0,9.0,8.0,9.0,9.0,9.0
678644,96.0,10.0,10.0,10.0,10.0,10.0,10.0
11127572,100.0,10.0,10.0,10.0,10.0,9.0,10.0
8786258,96.0,9.0,10.0,9.0,10.0,10.0,10.0
10476233,96.0,10.0,10.0,10.0,10.0,10.0,10.0
13481221,100.0,10.0,8.0,10.0,10.0,10.0,10.0
12805826,80.0,8.0,8.0,10.0,8.0,8.0,8.0
10180442,90.0,7.0,7.0,10.0,10.0,10.0,8.0
4123081,90.0,9.0,9.0,10.0,10.0,9.0,9.0
10283881,82.0,9.0,9.0,9.0,9.0,9.0,9.0
782604,96.0,10.0,9.0,10.0,10.0,9.0,10.0
1317577,94.0,10.0,10.0,9.0,10.0,10.0,9.0
4498059,87.0,9.0,7.0,9.0,9.0,10.0,9.0
7536379,90.0,10.0,9.0,9.0,10.0,9.0,10.0
11812762,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6246000,100.0,10.0,10.0,10.0,10.0,10.0,10.0
13192823,80.0,5.0,6.0,8.0,9.0,10.0,8.0
13291923,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9928768,91.0,9.0,8.0,9.0,10.0,10.0,9.0
11302664,96.0,10.0,10.0,10.0,10.0,10.0,10.0
5767286,98.0,10.0,10.0,10.0,10.0,10.0,9.0
6498837,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2990703,100.0,10.0,10.0,10.0,10.0,10.0,10.0
3657384,90.0,9.0,9.0,9.0,9.0,9.0,8.0
848650,100.0,9.0,10.0,10.0,10.0,10.0,9.0
540892,90.0,9.0,9.0,10.0,10.0,10.0,9.0
6244508,97.0,10.0,10.0,10.0,10.0,9.0,9.0
11767500,91.0,9.0,8.0,9.0,9.0,9.0,9.0
5459662,100.0,10.0,10.0,10.0,8.0,10.0,10.0
9081540,80.0,10.0,6.0,10.0,10.0,10.0,10.0
9015005,91.0,9.0,9.0,10.0,10.0,9.0,9.0
1851704,77.0,8.0,8.0,8.0,9.0,9.0,8.0
10027348,97.0,10.0,10.0,10.0,10.0,10.0,10.0
5047451,91.0,9.0,9.0,9.0,10.0,9.0,9.0
7507729,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10109325,73.0,8.0,7.0,9.0,9.0,9.0,7.0
10211087,80.0,10.0,6.0,10.0,10.0,10.0,8.0
2098808,89.0,9.0,9.0,10.0,10.0,9.0,9.0
3255824,87.0,9.0,9.0,9.0,10.0,9.0,9.0
1361175,94.0,9.0,9.0,9.0,9.0,9.0,9.0
11665908,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2608965,83.0,8.0,8.0,10.0,10.0,9.0,9.0
5516771,100.0,10.0,10.0,10.0,10.0,10.0,9.0
5787462,97.0,10.0,10.0,10.0,10.0,10.0,10.0
7965617,84.0,9.0,9.0,9.0,9.0,10.0,9.0
13499173,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9699945,96.0,10.0,10.0,10.0,10.0,9.0,10.0
3493727,78.0,9.0,8.0,9.0,9.0,9.0,8.0
8672703,96.0,9.0,8.0,9.0,10.0,10.0,10.0
13067205,88.0,8.0,7.0,10.0,10.0,10.0,8.0
4106600,88.0,9.0,9.0,9.0,10.0,9.0,9.0
4607888,100.0,10.0,8.0,10.0,10.0,10.0,10.0
9618789,90.0,9.0,9.0,9.0,10.0,10.0,9.0
10978035,98.0,10.0,10.0,10.0,10.0,10.0,10.0
9381409,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9605015,80.0,8.0,6.0,10.0,8.0,8.0,8.0
11928327,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9636656,93.0,10.0,10.0,10.0,10.0,10.0,9.0
2229315,97.0,10.0,10.0,10.0,10.0,9.0,9.0
664221,87.0,9.0,9.0,9.0,9.0,9.0,9.0
8606304,96.0,10.0,10.0,10.0,10.0,10.0,9.0
2510755,87.0,9.0,9.0,9.0,9.0,10.0,9.0
72571,83.0,8.0,9.0,9.0,9.0,9.0,8.0
9290560,80.0,9.0,8.0,10.0,10.0,10.0,8.0
6652744,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6490934,82.0,8.0,9.0,9.0,9.0,9.0,9.0
4508620,87.0,9.0,9.0,9.0,9.0,10.0,9.0
8474601,95.0,10.0,10.0,10.0,10.0,10.0,9.0
5060138,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1375602,100.0,10.0,10.0,10.0,10.0,10.0,9.0
5948342,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8962207,93.0,10.0,9.0,10.0,10.0,10.0,10.0
7670614,96.0,10.0,10.0,10.0,10.0,10.0,10.0
9601492,100.0,10.0,10.0,10.0,10.0,9.0,9.0
5820425,83.0,9.0,8.0,9.0,9.0,10.0,9.0
2393133,83.0,8.0,9.0,8.0,9.0,9.0,8.0
11068461,100.0,10.0,10.0,10.0,10.0,10.0,10.0
12414102,80.0,7.0,7.0,9.0,9.0,9.0,8.0
9503826,100.0,10.0,8.0,10.0,10.0,10.0,10.0
11420805,100.0,10.0,10.0,10.0,10.0,10.0,10.0
3933308,89.0,9.0,9.0,10.0,10.0,9.0,9.0
11724166,80.0,10.0,4.0,10.0,10.0,10.0,10.0
4818085,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4326010,100.0,10.0,10.0,10.0,10.0,10.0,9.0
2327724,80.0,10.0,8.0,8.0,8.0,8.0,8.0
10092448,93.0,10.0,10.0,10.0,10.0,10.0,9.0
10709880,98.0,10.0,9.0,10.0,10.0,10.0,10.0
2602014,96.0,9.0,9.0,10.0,10.0,10.0,9.0
13552508,100.0,8.0,10.0,10.0,10.0,8.0,10.0
5582714,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1623311,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1344915,95.0,10.0,10.0,9.0,9.0,10.0,10.0
2268840,90.0,9.0,9.0,9.0,9.0,10.0,9.0
5071056,100.0,10.0,10.0,10.0,10.0,10.0,8.0
2674870,98.0,10.0,10.0,10.0,10.0,10.0,10.0
2889903,90.0,9.0,10.0,10.0,10.0,9.0,9.0
4914155,87.0,8.0,9.0,9.0,9.0,10.0,9.0
10979079,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7334407,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5925440,96.0,10.0,9.0,10.0,10.0,10.0,10.0
6576381,100.0,9.0,9.0,10.0,10.0,10.0,10.0
13401153,96.0,10.0,10.0,10.0,10.0,10.0,9.0
12508531,90.0,9.0,9.0,9.0,9.0,9.0,9.0
2190412,94.0,9.0,10.0,10.0,10.0,10.0,9.0
2258114,98.0,10.0,10.0,10.0,10.0,10.0,10.0
9452688,100.0,10.0,9.0,10.0,10.0,9.0,10.0
9787812,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4848831,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1932513,96.0,10.0,10.0,9.0,10.0,10.0,9.0
11730201,93.0,9.0,10.0,10.0,10.0,10.0,10.0
6941509,80.0,9.0,8.0,10.0,10.0,9.0,9.0
6241573,94.0,9.0,10.0,9.0,9.0,9.0,9.0
13466926,95.0,10.0,10.0,10.0,10.0,9.0,10.0
7903745,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2653491,92.0,9.0,9.0,9.0,9.0,10.0,9.0
12081127,97.0,10.0,10.0,10.0,10.0,10.0,9.0
13466773,100.0,10.0,10.0,10.0,10.0,10.0,10.0
11807597,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1490271,97.0,10.0,10.0,10.0,10.0,10.0,10.0
2714547,90.0,10.0,9.0,9.0,10.0,8.0,9.0
715695,95.0,10.0,10.0,10.0,10.0,10.0,9.0
5167714,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8174309,75.0,8.0,8.0,9.0,8.0,9.0,7.0
3337172,92.0,9.0,10.0,9.0,9.0,9.0,9.0
4734375,75.0,8.0,8.0,9.0,9.0,10.0,8.0
10234839,98.0,10.0,10.0,9.0,10.0,10.0,10.0
13210107,100.0,10.0,10.0,10.0,10.0,10.0,9.0
3063194,99.0,10.0,10.0,10.0,10.0,10.0,10.0
1634794,99.0,10.0,10.0,10.0,10.0,10.0,10.0
5537261,100.0,9.0,9.0,8.0,9.0,8.0,8.0
5642951,97.0,10.0,10.0,10.0,10.0,10.0,10.0
163742,85.0,8.0,9.0,9.0,9.0,9.0,9.0
1752573,94.0,9.0,10.0,10.0,10.0,10.0,9.0
8973334,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7863871,96.0,10.0,10.0,10.0,9.0,10.0,9.0
10042965,100.0,10.0,8.0,8.0,8.0,10.0,8.0
8942733,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10813046,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1127705,89.0,9.0,10.0,9.0,10.0,9.0,9.0
2927746,89.0,9.0,9.0,9.0,9.0,10.0,9.0
10320371,87.0,9.0,9.0,9.0,9.0,9.0,9.0
5106965,88.0,10.0,9.0,10.0,10.0,10.0,10.0
5123639,78.0,8.0,8.0,9.0,9.0,9.0,8.0
163796,85.0,8.0,9.0,9.0,9.0,10.0,8.0
503093,91.0,9.0,9.0,9.0,9.0,10.0,9.0
13348161,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7749442,95.0,10.0,10.0,10.0,10.0,10.0,9.0
9395234,60.0,6.0,7.0,9.0,9.0,9.0,7.0
3365933,83.0,8.0,6.0,8.0,10.0,10.0,8.0
1350720,89.0,8.0,8.0,8.0,8.0,8.0,8.0
13999182,100.0,10.0,10.0,10.0,10.0,10.0,8.0
603237,100.0,8.0,10.0,9.0,9.0,10.0,8.0
9399686,96.0,10.0,10.0,10.0,10.0,10.0,10.0
9355124,91.0,10.0,10.0,10.0,10.0,10.0,9.0
7309973,85.0,9.0,9.0,10.0,9.0,9.0,10.0
11362116,100.0,10.0,10.0,9.0,10.0,10.0,10.0
6855185,93.0,9.0,9.0,10.0,10.0,10.0,9.0
2928016,86.0,9.0,9.0,9.0,9.0,10.0,9.0
7102555,90.0,10.0,10.0,9.0,10.0,9.0,9.0
9911539,100.0,10.0,10.0,10.0,10.0,10.0,10.0
11578827,90.0,9.0,8.0,10.0,10.0,10.0,10.0
9142194,80.0,8.0,6.0,10.0,8.0,10.0,8.0
8173798,90.0,9.0,9.0,9.0,9.0,10.0,9.0
990342,99.0,10.0,10.0,10.0,10.0,9.0,9.0
3069740,86.0,8.0,8.0,9.0,9.0,9.0,9.0
1434823,80.0,10.0,10.0,8.0,8.0,10.0,10.0
12922363,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9746972,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10203733,97.0,10.0,10.0,10.0,9.0,10.0,10.0
8449547,95.0,10.0,10.0,10.0,10.0,10.0,10.0
5763675,88.0,9.0,9.0,10.0,9.0,10.0,9.0
5379958,100.0,10.0,10.0,10.0,10.0,10.0,10.0
163833,92.0,9.0,9.0,9.0,9.0,10.0,9.0
1770708,92.0,9.0,9.0,9.0,10.0,10.0,9.0
2174575,92.0,10.0,10.0,9.0,10.0,10.0,9.0
13704533,93.0,10.0,10.0,10.0,10.0,10.0,9.0
8297828,100.0,10.0,10.0,10.0,10.0,10.0,10.0
899640,93.0,9.0,9.0,9.0,9.0,10.0,9.0
13283002,80.0,10.0,10.0,10.0,10.0,10.0,10.0
6430098,95.0,10.0,10.0,10.0,10.0,10.0,10.0
5107464,88.0,8.0,9.0,9.0,9.0,9.0,8.0
236906,82.0,8.0,9.0,8.0,9.0,9.0,8.0
7141480,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4070867,97.0,9.0,10.0,10.0,10.0,10.0,9.0
10837461,97.0,10.0,10.0,10.0,10.0,10.0,10.0
9596745,75.0,8.0,8.0,7.0,8.0,10.0,8.0
3972118,100.0,8.0,8.0,8.0,10.0,10.0,10.0
5594624,90.0,9.0,10.0,10.0,9.0,9.0,10.0
2322264,88.0,9.0,9.0,9.0,9.0,10.0,8.0
9875334,80.0,10.0,6.0,10.0,10.0,10.0,10.0
11642114,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9579262,83.0,9.0,9.0,9.0,9.0,9.0,9.0
12557862,100.0,10.0,10.0,10.0,10.0,10.0,10.0
9459264,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1564248,89.0,10.0,9.0,10.0,10.0,9.0,9.0
7483354,88.0,9.0,8.0,9.0,9.0,9.0,9.0
6516711,80.0,10.0,8.0,8.0,8.0,10.0,8.0
6107140,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4681723,86.0,8.0,9.0,9.0,9.0,10.0,9.0
13283351,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6609516,93.0,9.0,9.0,10.0,9.0,10.0,9.0
9309386,95.0,10.0,10.0,10.0,10.0,10.0,10.0
6823566,95.0,10.0,9.0,10.0,10.0,10.0,10.0
7467036,100.0,10.0,10.0,8.0,10.0,10.0,10.0
6418373,98.0,10.0,10.0,10.0,10.0,10.0,10.0
11628630,100.0,10.0,10.0,10.0,10.0,9.0,10.0
4583520,90.0,10.0,10.0,9.0,10.0,10.0,10.0
3373489,100.0,10.0,10.0,10.0,10.0,9.0,9.0
6905582,89.0,10.0,9.0,9.0,10.0,10.0,9.0
8745164,90.0,10.0,9.0,10.0,10.0,10.0,9.0
11247420,80.0,10.0,10.0,10.0,8.0,10.0,8.0
13070575,60.0,8.0,8.0,6.0,6.0,8.0,8.0
5349189,95.0,10.0,10.0,10.0,9.0,10.0,9.0
1667293,97.0,10.0,10.0,10.0,10.0,10.0,10.0
8576890,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5906286,80.0,9.0,9.0,10.0,9.0,10.0,8.0
11956581,80.0,8.0,10.0,8.0,8.0,10.0,8.0
4087733,82.0,9.0,8.0,9.0,9.0,9.0,9.0
13303188,100.0,10.0,10.0,10.0,10.0,10.0,10.0
8958341,96.0,10.0,10.0,10.0,10.0,10.0,10.0
12243695,100.0,10.0,10.0,10.0,10.0,10.0,8.0
6905842,93.0,9.0,9.0,9.0,9.0,10.0,9.0
548840,89.0,9.0,9.0,9.0,9.0,9.0,9.0
3994506,83.0,8.0,8.0,9.0,10.0,9.0,8.0
3158017,87.0,9.0,9.0,8.0,9.0,9.0,9.0
9445413,93.0,10.0,9.0,10.0,10.0,10.0,10.0
8057329,98.0,10.0,10.0,10.0,10.0,9.0,10.0
75083,88.0,9.0,9.0,9.0,9.0,9.0,9.0
4502034,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4174341,95.0,9.0,9.0,10.0,10.0,10.0,9.0
472563,88.0,9.0,9.0,9.0,9.0,9.0,8.0
4158025,96.0,10.0,10.0,10.0,10.0,10.0,10.0
6840463,100.0,10.0,10.0,10.0,10.0,9.0,9.0
11032695,93.0,10.0,10.0,10.0,10.0,10.0,9.0
9337480,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10220194,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5042965,93.0,9.0,10.0,10.0,10.0,9.0,9.0
10821860,96.0,10.0,9.0,9.0,10.0,10.0,10.0
11688660,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6238927,80.0,10.0,7.0,9.0,9.0,9.0,9.0
11049780,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5739781,93.0,9.0,10.0,9.0,10.0,9.0,9.0
9118090,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10417015,88.0,10.0,10.0,9.0,9.0,9.0,9.0
4584329,88.0,9.0,9.0,10.0,10.0,10.0,9.0
8188812,94.0,10.0,9.0,10.0,10.0,10.0,9.0
9855435,98.0,10.0,10.0,10.0,10.0,10.0,9.0
10417077,90.0,10.0,10.0,9.0,8.0,10.0,9.0
5235174,54.0,6.0,6.0,7.0,7.0,9.0,6.0
10970118,93.0,10.0,10.0,9.0,10.0,10.0,10.0
7887271,100.0,9.0,9.0,10.0,9.0,10.0,10.0
9724487,100.0,10.0,10.0,9.0,9.0,10.0,9.0
13065733,98.0,9.0,10.0,10.0,10.0,10.0,10.0
5222986,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10482717,100.0,9.0,10.0,10.0,10.0,10.0,10.0
5136996,87.0,9.0,7.0,9.0,10.0,10.0,9.0
8480931,93.0,10.0,9.0,10.0,10.0,10.0,9.0
4366964,96.0,9.0,9.0,10.0,10.0,10.0,10.0
2615187,91.0,9.0,9.0,9.0,10.0,9.0,9.0
3713564,80.0,8.0,8.0,10.0,8.0,8.0,6.0
3847332,87.0,9.0,6.0,9.0,9.0,9.0,7.0
5960890,80.0,10.0,8.0,10.0,10.0,10.0,10.0
10667473,70.0,7.0,8.0,7.0,8.0,9.0,7.0
4191482,100.0,10.0,10.0,10.0,10.0,10.0,10.0
12062782,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4404478,73.0,7.0,8.0,7.0,8.0,9.0,7.0
10695946,95.0,10.0,10.0,10.0,10.0,9.0,9.0
8239924,87.0,9.0,8.0,8.0,9.0,9.0,9.0
4465489,96.0,10.0,9.0,9.0,10.0,9.0,10.0
5563224,100.0,10.0,10.0,10.0,10.0,10.0,10.0
13522159,100.0,10.0,10.0,10.0,10.0,10.0,10.0
13687610,100.0,10.0,10.0,10.0,10.0,9.0,10.0
1489724,93.0,10.0,10.0,10.0,10.0,10.0,9.0
9827718,80.0,10.0,6.0,10.0,10.0,10.0,10.0
11384174,100.0,8.0,10.0,10.0,10.0,10.0,8.0
944283,91.0,9.0,9.0,10.0,10.0,10.0,9.0
10178002,100.0,10.0,8.0,10.0,10.0,10.0,8.0
9811401,92.0,10.0,10.0,10.0,10.0,10.0,9.0
11482582,100.0,10.0,10.0,10.0,10.0,10.0,10.0
1926089,85.0,9.0,9.0,9.0,9.0,9.0,9.0
8975844,93.0,9.0,10.0,10.0,10.0,10.0,9.0
4404702,86.0,9.0,9.0,9.0,9.0,10.0,9.0
3212798,91.0,9.0,9.0,10.0,10.0,10.0,9.0
4681753,89.0,9.0,9.0,9.0,9.0,10.0,8.0
10040833,90.0,8.0,10.0,10.0,10.0,9.0,8.0
13008470,100.0,10.0,10.0,10.0,10.0,10.0,10.0
4660676,80.0,8.0,8.0,9.0,9.0,10.0,8.0
12473176,100.0,10.0,10.0,10.0,10.0,10.0,10.0
6250071,100.0,10.0,10.0,9.0,10.0,10.0,10.0
4372018,100.0,10.0,10.0,10.0,10.0,8.0,10.0
4645930,85.0,9.0,9.0,9.0,10.0,9.0,9.0
9467453,93.0,10.0,9.0,10.0,10.0,10.0,10.0
5585803,78.0,8.0,8.0,9.0,9.0,9.0,8.0
2184084,94.0,10.0,9.0,9.0,10.0,9.0,9.0
7566920,94.0,10.0,10.0,10.0,10.0,10.0,9.0
3274320,91.0,9.0,9.0,9.0,9.0,10.0,9.0
6428829,100.0,10.0,8.0,10.0,10.0,10.0,10.0
1910291,88.0,9.0,9.0,9.0,9.0,10.0,8.0
10577037,93.0,9.0,9.0,9.0,10.0,9.0,9.0
